timestamp,temperature,pressure,humidity,wind_speed,precipitation,pressure_change
2025-03-13 00:00:00,35.36,1008.68,54.78,1.91,0.0,0.0
2025-03-13 01:00:00,35.91,1009.35,50.22,4.09,0.0,0.6700000000000728
2025-03-13 02:00:00,35.96,1008.9,53.55,2.45,0.0,-0.4500000000000455
2025-03-13 03:00:00,42.47,1008.06,59.78,5.09,0.232,-0.8400000000000318
2025-03-13 04:00:00,45.98,1008.11,59.7,2.26,0.141,0.05000000000006821
2025-03-13 05:00:00,49.41,1009.77,50.13,2.48,0.218,1.6599999999999682
2025-03-13 06:00:00,53.43,1008.55,51.75,3.38,0.0,-1.2200000000000273
2025-03-13 07:00:00,60.01,1009.67,52.52,1.77,0.0,1.1200000000000045
2025-03-13 08:00:00,63.39,1008.99,54.54,3.75,0.0,-0.67999999999995
2025-03-13 09:00:00,69.29,1007.97,53.59,2.82,0.0,-1.0199999999999818
2025-03-13 10:00:00,71.79,1009.76,59.95,5.32,0.0,1.7899999999999636
2025-03-13 11:00:00,75.2,1008.21,53.62,3.8,0.0,-1.5499999999999545
2025-03-13 12:00:00,74.24,1009.55,59.79,3.87,0.0,1.3399999999999181
2025-03-13 13:00:00,73.5,1008.99,58.45,4.2,0.0,-0.5599999999999454
2025-03-13 14:00:00,73.74,1008.38,55.28,4.4,0.0,-0.6100000000000136
2025-03-13 15:00:00,67.7,1009.0,58.52,4.32,0.0,0.6200000000000045
2025-03-13 16:00:00,63.27,1008.82,54.35,3.05,0.0,-0.17999999999994998
2025-03-13 17:00:00,58.49,1009.63,59.92,2.07,0.0,0.8099999999999454
2025-03-13 18:00:00,54.62,1009.36,54.72,2.59,0.0,-0.2699999999999818
2025-03-13 19:00:00,48.2,1008.66,59.07,4.2,0.0,-0.7000000000000455
2025-03-13 20:00:00,45.48,1009.26,51.11,2.54,0.0,0.6000000000000227
2025-03-13 21:00:00,40.51,1008.81,56.08,5.35,0.0,-0.4500000000000455
2025-03-13 22:00:00,36.2,1009.83,53.26,2.37,0.0,1.0200000000000955
2025-03-13 23:00:00,35.41,1009.09,57.61,1.52,0.0,-0.7400000000000091
2025-03-14 00:00:00,30.21,1012.42,60.6,6.25,0.0,3.3299999999999272
2025-03-14 01:00:00,29.56,1012.0,60.66,5.69,0.29,-0.4199999999999591
2025-03-14 02:00:00,34.93,1012.34,65.66,6.29,0.0,0.34000000000003183
2025-03-14 03:00:00,37.29,1010.59,61.85,4.15,0.0,-1.75
2025-03-14 04:00:00,39.65,1011.29,60.2,5.33,0.0,0.6999999999999318
2025-03-14 05:00:00,44.04,1011.92,61.04,7.42,0.0,0.6299999999999955
2025-03-14 06:00:00,49.86,1010.81,56.55,6.11,0.0,-1.1100000000000136
2025-03-14 07:00:00,54.64,1011.85,62.13,4.69,0.0,1.0400000000000773
2025-03-14 08:00:00,61.34,1011.93,62.26,3.8,0.0,0.07999999999992724
2025-03-14 09:00:00,65.11,1011.47,60.97,7.23,0.0,-0.4599999999999227
2025-03-14 10:00:00,67.04,1012.27,63.08,4.28,0.0,0.7999999999999545
2025-03-14 11:00:00,70.96,1011.09,57.79,7.04,0.212,-1.17999999999995
2025-03-14 12:00:00,68.73,1010.71,60.19,5.59,0.0,-0.37999999999999545
2025-03-14 13:00:00,70.73,1011.3,59.76,6.8,0.0,0.5899999999999181
2025-03-14 14:00:00,67.13,1012.34,64.24,6.07,0.0,1.0400000000000773
2025-03-14 15:00:00,66.2,1011.79,56.79,4.12,0.0,-0.5500000000000682
2025-03-14 16:00:00,60.54,1011.34,63.89,4.17,0.0,-0.4499999999999318
2025-03-14 17:00:00,54.43,1012.34,58.98,3.9,0.0,1.0
2025-03-14 18:00:00,48.86,1010.98,64.44,6.32,0.0,-1.3600000000000136
2025-03-14 19:00:00,46.73,1011.38,63.65,6.19,0.098,0.39999999999997726
2025-03-14 20:00:00,40.67,1012.03,56.46,5.32,0.0,0.6499999999999773
2025-03-14 21:00:00,34.74,1011.08,57.59,7.39,0.0,-0.9499999999999318
2025-03-14 22:00:00,32.92,1011.31,64.38,6.82,0.0,0.2299999999999045
2025-03-14 23:00:00,31.96,1011.57,60.33,6.12,0.0,0.2600000000001046
2025-03-15 00:00:00,35.78,1012.12,58.27,4.09,0.0,0.5499999999999545
2025-03-15 01:00:00,37.47,1012.43,60.7,3.71,0.247,0.30999999999994543
2025-03-15 02:00:00,37.38,1012.96,62.37,2.81,0.0,0.5300000000000864
2025-03-15 03:00:00,41.66,1012.07,64.58,4.0,0.0,-0.8899999999999864
2025-03-15 04:00:00,47.1,1011.97,61.65,3.73,0.0,-0.10000000000002274
2025-03-15 05:00:00,48.63,1012.78,65.95,4.88,0.0,0.8099999999999454
2025-03-15 06:00:00,54.49,1012.34,58.58,4.84,0.0,-0.4399999999999409
2025-03-15 07:00:00,62.65,1013.42,61.37,2.83,0.0,1.0799999999999272
2025-03-15 08:00:00,66.47,1011.79,58.2,5.97,0.0,-1.6299999999999955
2025-03-15 09:00:00,71.62,1012.33,63.92,2.82,0.0,0.5400000000000773
2025-03-15 10:00:00,73.03,1012.98,67.52,6.48,0.0,0.6499999999999773
2025-03-15 11:00:00,74.09,1012.52,60.16,6.79,0.0,-0.4600000000000364
2025-03-15 12:00:00,75.43,1013.31,66.71,4.98,0.0,0.7899999999999636
2025-03-15 13:00:00,76.09,1012.42,63.98,6.43,0.248,-0.8899999999999864
2025-03-15 14:00:00,74.14,1013.56,66.62,3.11,0.0,1.1399999999999864
2025-03-15 15:00:00,69.02,1012.2,63.0,6.41,0.0,-1.3599999999999
2025-03-15 16:00:00,65.24,1013.33,66.24,5.4,0.0,1.1299999999999955
2025-03-15 17:00:00,58.78,1012.33,60.46,3.52,0.0,-1.0
2025-03-15 18:00:00,56.49,1012.28,61.55,4.28,0.0,-0.05000000000006821
2025-03-15 19:00:00,50.74,1012.32,67.2,4.82,0.0,0.04000000000007731
2025-03-15 20:00:00,44.51,1012.59,60.77,6.31,0.0,0.2699999999999818
2025-03-15 21:00:00,43.0,1011.64,58.84,5.06,0.0,-0.9500000000000455
2025-03-15 22:00:00,39.67,1013.59,61.51,5.52,0.0,1.9500000000000455
2025-03-15 23:00:00,37.92,1013.49,66.82,4.48,0.263,-0.10000000000002274
2025-03-16 00:00:00,29.76,1008.13,50.32,2.46,0.0,-5.360000000000014
2025-03-16 01:00:00,32.67,1007.35,46.58,4.55,0.0,-0.7799999999999727
2025-03-16 02:00:00,31.57,1007.94,46.62,5.14,0.0,0.5900000000000318
2025-03-16 03:00:00,36.92,1008.26,48.13,6.09,0.0,0.31999999999993634
2025-03-16 04:00:00,40.4,1009.26,50.9,3.55,0.0,1.0
2025-03-16 05:00:00,46.68,1007.45,49.88,6.17,0.0,-1.8099999999999454
2025-03-16 06:00:00,50.05,1009.28,46.41,6.1,0.0,1.8299999999999272
2025-03-16 07:00:00,55.38,1009.06,48.52,2.75,0.0,-0.22000000000002728
2025-03-16 08:00:00,59.0,1008.96,45.25,5.48,0.0,-0.09999999999990905
2025-03-16 09:00:00,62.99,1007.81,45.78,3.01,0.0,-1.150000000000091
2025-03-16 10:00:00,68.42,1008.38,42.93,4.17,0.0,0.57000000000005
2025-03-16 11:00:00,68.45,1007.66,51.75,4.94,0.0,-0.7200000000000273
2025-03-16 12:00:00,70.87,1008.33,46.12,5.13,0.0,0.6700000000000728
2025-03-16 13:00:00,67.59,1008.24,47.17,3.1,0.0,-0.09000000000003183
2025-03-16 14:00:00,66.45,1009.29,52.12,4.33,0.234,1.0499999999999545
2025-03-16 15:00:00,63.03,1008.54,45.58,4.86,0.0,-0.75
2025-03-16 16:00:00,61.28,1007.92,42.93,6.01,0.0,-0.6200000000000045
2025-03-16 17:00:00,56.48,1009.16,52.23,2.54,0.0,1.240000000000009
2025-03-16 18:00:00,51.6,1008.7,50.12,3.54,0.0,-0.4599999999999227
2025-03-16 19:00:00,45.32,1008.09,49.8,5.6,0.247,-0.6100000000000136
2025-03-16 20:00:00,40.26,1009.25,42.74,4.42,0.0,1.1599999999999682
2025-03-16 21:00:00,34.65,1008.69,45.5,4.91,0.0,-0.5599999999999454
2025-03-16 22:00:00,33.43,1009.13,50.36,5.68,0.0,0.4399999999999409
2025-03-16 23:00:00,29.09,1007.67,45.71,2.85,0.07,-1.4600000000000364
2025-03-17 00:00:00,37.09,1011.4,59.08,4.59,0.281,3.730000000000018
2025-03-17 01:00:00,36.93,1010.89,56.93,4.34,0.0,-0.5099999999999909
2025-03-17 02:00:00,37.24,1010.35,56.89,4.23,0.0,-0.5399999999999636
2025-03-17 03:00:00,42.57,1011.52,51.76,5.95,0.0,1.169999999999959
2025-03-17 04:00:00,45.13,1011.12,57.52,4.78,0.0,-0.39999999999997726
2025-03-17 05:00:00,50.77,1010.72,52.45,5.74,0.0,-0.39999999999997726
2025-03-17 06:00:00,55.95,1010.71,52.34,5.58,0.0,-0.009999999999990905
2025-03-17 07:00:00,61.74,1011.41,55.66,6.19,0.0,0.6999999999999318
2025-03-17 08:00:00,64.09,1010.23,50.28,3.33,0.0,-1.17999999999995
2025-03-17 09:00:00,71.46,1010.68,51.92,6.0,0.0,0.4499999999999318
2025-03-17 10:00:00,71.47,1011.81,49.6,2.51,0.0,1.1299999999999955
2025-03-17 11:00:00,74.31,1010.94,53.17,4.22,0.0,-0.8699999999998909
2025-03-17 12:00:00,77.61,1011.09,57.92,6.02,0.0,0.14999999999997726
2025-03-17 13:00:00,76.22,1010.14,53.54,5.02,0.0,-0.9500000000000455
2025-03-17 14:00:00,74.8,1010.75,54.21,5.31,0.0,0.6100000000000136
2025-03-17 15:00:00,71.13,1010.07,49.76,5.57,0.0,-0.67999999999995
2025-03-17 16:00:00,64.04,1011.58,58.98,4.89,0.0,1.509999999999991
2025-03-17 17:00:00,59.99,1010.43,56.79,3.27,0.198,-1.150000000000091
2025-03-17 18:00:00,55.31,1011.82,52.91,3.95,0.0,1.3900000000001
2025-03-17 19:00:00,49.37,1010.73,55.71,2.88,0.0,-1.0900000000000318
2025-03-17 20:00:00,47.14,1011.89,57.31,4.45,0.029,1.1599999999999682
2025-03-17 21:00:00,41.6,1010.5,56.31,4.33,0.0,-1.3899999999999864
2025-03-17 22:00:00,39.8,1010.42,56.2,2.45,0.0,-0.08000000000004093
2025-03-17 23:00:00,35.73,1010.32,49.37,2.74,0.0,-0.09999999999990905
2025-03-18 00:00:00,34.52,1009.64,61.31,5.2,0.0,-0.6800000000000637
2025-03-18 01:00:00,34.85,1009.36,57.82,5.74,0.0,-0.2799999999999727
2025-03-18 02:00:00,35.35,1009.17,59.2,5.92,0.0,-0.19000000000005457
2025-03-18 03:00:00,41.24,1009.18,62.39,4.74,0.0,0.009999999999990905
2025-03-18 04:00:00,43.03,1008.74,63.75,7.66,0.0,-0.4399999999999409
2025-03-18 05:00:00,47.37,1008.99,59.35,4.09,0.0,0.25
2025-03-18 06:00:00,55.93,1007.75,57.05,4.73,0.0,-1.240000000000009
2025-03-18 07:00:00,61.1,1009.6,60.22,5.71,0.0,1.8500000000000227
2025-03-18 08:00:00,63.61,1008.97,59.24,5.91,0.06,-0.6299999999999955
2025-03-18 09:00:00,70.34,1008.92,56.91,6.07,0.0,-0.05000000000006821
2025-03-18 10:00:00,71.82,1009.54,59.82,6.46,0.0,0.6200000000000045
2025-03-18 11:00:00,72.43,1009.47,64.06,6.43,0.0,-0.06999999999993634
2025-03-18 12:00:00,72.44,1009.37,54.77,4.45,0.0,-0.10000000000002274
2025-03-18 13:00:00,72.99,1009.49,59.75,7.35,0.0,0.12000000000000455
2025-03-18 14:00:00,71.09,1009.46,58.38,5.71,0.0,-0.029999999999972715
2025-03-18 15:00:00,70.46,1009.17,64.2,7.34,0.0,-0.2900000000000773
2025-03-18 16:00:00,65.88,1008.72,58.91,6.96,0.0,-0.4499999999999318
2025-03-18 17:00:00,57.85,1007.89,60.4,6.41,0.0,-0.8300000000000409
2025-03-18 18:00:00,55.78,1008.05,64.65,5.03,0.0,0.15999999999996817
2025-03-18 19:00:00,47.72,1009.29,62.15,6.0,0.0,1.240000000000009
2025-03-18 20:00:00,44.24,1009.17,57.94,5.64,0.0,-0.12000000000000455
2025-03-18 21:00:00,40.26,1009.36,56.47,7.17,0.0,0.19000000000005457
2025-03-18 22:00:00,35.66,1009.17,58.02,5.46,0.0,-0.19000000000005457
2025-03-18 23:00:00,36.28,1007.91,58.04,7.16,0.0,-1.259999999999991
2025-03-19 00:00:00,32.73,1010.79,52.71,4.76,0.0,2.8799999999999955
2025-03-19 01:00:00,33.86,1011.31,55.36,7.12,0.0,0.5199999999999818
2025-03-19 02:00:00,35.97,1010.23,52.14,6.83,0.0,-1.0799999999999272
2025-03-19 03:00:00,35.95,1010.64,57.78,7.13,0.0,0.40999999999996817
2025-03-19 04:00:00,41.91,1011.01,53.74,7.18,0.0,0.37000000000000455
2025-03-19 05:00:00,46.91,1011.01,60.4,6.42,0.0,0.0
2025-03-19 06:00:00,50.68,1011.34,60.96,5.37,0.0,0.3300000000000409
2025-03-19 07:00:00,57.3,1009.67,59.19,5.49,0.0,-1.6700000000000728
2025-03-19 08:00:00,60.44,1010.89,52.56,5.26,0.0,1.2200000000000273
2025-03-19 09:00:00,65.9,1010.63,51.66,5.35,0.0,-0.2599999999999909
2025-03-19 10:00:00,69.57,1010.13,52.21,4.29,0.0,-0.5
2025-03-19 11:00:00,70.51,1011.21,52.04,6.0,0.0,1.080000000000041
2025-03-19 12:00:00,72.89,1009.86,53.17,3.87,0.0,-1.3500000000000227
2025-03-19 13:00:00,69.47,1011.61,57.57,6.24,0.0,1.75
2025-03-19 14:00:00,69.33,1010.43,57.41,5.16,0.0,-1.1800000000000637
2025-03-19 15:00:00,67.23,1011.2,59.49,3.55,0.0,0.7700000000000955
2025-03-19 16:00:00,63.48,1011.05,60.93,6.61,0.0,-0.15000000000009095
2025-03-19 17:00:00,55.22,1011.03,51.87,6.73,0.0,-0.01999999999998181
2025-03-19 18:00:00,51.33,1010.8,57.23,4.77,0.0,-0.2300000000000182
2025-03-19 19:00:00,48.31,1009.94,52.11,6.78,0.0,-0.8599999999999
2025-03-19 20:00:00,40.62,1010.81,55.1,4.99,0.0,0.8699999999998909
2025-03-19 21:00:00,38.58,1009.87,55.26,6.01,0.0,-0.9399999999999409
2025-03-19 22:00:00,32.63,1011.29,55.82,5.83,0.0,1.419999999999959
2025-03-19 23:00:00,31.6,1009.84,55.33,6.73,0.0,-1.4499999999999318
2025-03-20 00:00:00,30.51,1011.6,49.78,5.01,0.0,1.759999999999991
2025-03-20 01:00:00,28.98,1012.48,57.13,2.98,0.0,0.8799999999999955
2025-03-20 02:00:00,33.01,1011.97,53.59,4.4,0.0,-0.5099999999999909
2025-03-20 03:00:00,33.61,1013.17,49.14,2.96,0.087,1.1999999999999318
2025-03-20 04:00:00,40.61,1012.82,48.84,2.14,0.0,-0.34999999999990905
2025-03-20 05:00:00,43.02,1012.99,49.14,4.48,0.0,0.16999999999995907
2025-03-20 06:00:00,50.6,1012.3,56.11,3.87,0.0,-0.6900000000000546
2025-03-20 07:00:00,56.03,1012.8,51.03,1.85,0.0,0.5
2025-03-20 08:00:00,58.03,1011.78,47.68,4.69,0.0,-1.0199999999999818
2025-03-20 09:00:00,64.95,1012.86,53.69,3.89,0.056,1.080000000000041
2025-03-20 10:00:00,68.17,1011.55,53.14,3.31,0.0,-1.3100000000000591
2025-03-20 11:00:00,67.5,1011.79,47.9,3.28,0.0,0.2400000000000091
2025-03-20 12:00:00,67.87,1013.21,51.74,3.24,0.0,1.4200000000000728
2025-03-20 13:00:00,68.91,1011.25,47.18,4.67,0.0,-1.9600000000000364
2025-03-20 14:00:00,67.54,1012.92,51.26,3.16,0.0,1.669999999999959
2025-03-20 15:00:00,62.04,1012.99,48.25,4.28,0.0,0.07000000000005002
2025-03-20 16:00:00,60.85,1012.42,47.2,4.54,0.0,-0.57000000000005
2025-03-20 17:00:00,54.11,1012.1,47.32,4.56,0.0,-0.31999999999993634
2025-03-20 18:00:00,47.42,1011.55,48.32,2.69,0.0,-0.5500000000000682
2025-03-20 19:00:00,43.27,1011.94,48.33,2.17,0.0,0.39000000000010004
2025-03-20 20:00:00,40.64,1011.48,52.71,2.21,0.0,-0.4600000000000364
2025-03-20 21:00:00,35.45,1011.69,52.56,2.98,0.0,0.21000000000003638
2025-03-20 22:00:00,31.22,1011.96,48.16,3.27,0.0,0.2699999999999818
2025-03-20 23:00:00,27.9,1012.86,49.26,4.92,0.0,0.8999999999999773
2025-03-21 00:00:00,33.38,1007.4,63.36,4.86,0.069,-5.460000000000036
2025-03-21 01:00:00,34.81,1007.94,64.12,5.65,0.0,0.5400000000000773
2025-03-21 02:00:00,35.35,1008.9,61.25,7.05,0.106,0.9599999999999227
2025-03-21 03:00:00,39.46,1008.61,61.44,3.48,0.0,-0.2899999999999636
2025-03-21 04:00:00,46.46,1008.37,69.81,3.7,0.0,-0.2400000000000091
2025-03-21 05:00:00,51.12,1007.78,63.73,6.31,0.0,-0.5900000000000318
2025-03-21 06:00:00,54.48,1008.7,63.82,4.37,0.0,0.9200000000000728
2025-03-21 07:00:00,59.75,1008.45,62.5,4.1,0.0,-0.25
2025-03-21 08:00:00,63.16,1007.48,69.79,6.12,0.0,-0.9700000000000273
2025-03-21 09:00:00,68.56,1007.64,65.07,5.55,0.0,0.15999999999996817
2025-03-21 10:00:00,72.55,1007.55,64.63,4.42,0.0,-0.09000000000003183
2025-03-21 11:00:00,72.32,1008.06,66.41,4.12,0.0,0.5099999999999909
2025-03-21 12:00:00,72.73,1007.5,61.7,5.71,0.0,-0.5599999999999454
2025-03-21 13:00:00,74.54,1007.49,65.9,4.16,0.0,-0.009999999999990905
2025-03-21 14:00:00,73.45,1007.7,69.44,5.97,0.0,0.21000000000003638
2025-03-21 15:00:00,66.86,1009.04,68.95,4.01,0.0,1.3399999999999181
2025-03-21 16:00:00,65.24,1007.4,63.81,3.56,0.0,-1.6399999999999864
2025-03-21 17:00:00,58.89,1007.58,62.59,5.53,0.0,0.18000000000006366
2025-03-21 18:00:00,54.8,1007.97,66.82,5.26,0.264,0.38999999999998636
2025-03-21 19:00:00,50.04,1007.81,68.36,6.08,0.085,-0.16000000000008185
2025-03-21 20:00:00,46.05,1008.0,61.13,5.55,0.0,0.19000000000005457
2025-03-21 21:00:00,41.61,1008.42,70.17,7.03,0.0,0.4199999999999591
2025-03-21 22:00:00,36.5,1008.27,67.44,5.55,0.0,-0.14999999999997726
2025-03-21 23:00:00,36.06,1008.78,68.72,3.85,0.0,0.5099999999999909
2025-03-22 00:00:00,32.34,1012.32,47.06,3.94,0.0,3.5400000000000773
2025-03-22 01:00:00,32.94,1012.13,47.84,4.58,0.0,-0.19000000000005457
2025-03-22 02:00:00,36.41,1012.12,47.91,3.61,0.0,-0.009999999999990905
2025-03-22 03:00:00,35.81,1012.85,48.61,3.29,0.0,0.7300000000000182
2025-03-22 04:00:00,40.33,1010.99,47.79,6.06,0.0,-1.8600000000000136
2025-03-22 05:00:00,45.85,1012.82,51.7,3.18,0.24,1.830000000000041
2025-03-22 06:00:00,53.22,1012.16,51.13,5.77,0.0,-0.6600000000000819
2025-03-22 07:00:00,55.32,1012.75,52.72,4.2,0.0,0.5900000000000318
2025-03-22 08:00:00,61.88,1012.09,54.31,4.5,0.08,-0.6599999999999682
2025-03-22 09:00:00,64.38,1011.17,51.64,5.17,0.0,-0.9200000000000728
2025-03-22 10:00:00,71.16,1011.33,54.08,2.84,0.0,0.16000000000008185
2025-03-22 11:00:00,69.79,1010.92,51.76,3.34,0.0,-0.41000000000008185
2025-03-22 12:00:00,72.18,1012.11,55.52,3.86,0.0,1.1900000000000546
2025-03-22 13:00:00,69.4,1011.42,54.23,3.54,0.0,-0.6900000000000546
2025-03-22 14:00:00,69.25,1011.02,48.02,5.08,0.083,-0.39999999999997726
2025-03-22 15:00:00,66.57,1011.93,46.64,4.91,0.0,0.9099999999999682
2025-03-22 16:00:00,61.72,1012.37,50.25,3.22,0.0,0.44000000000005457
2025-03-22 17:00:00,57.21,1011.93,46.4,5.39,0.201,-0.44000000000005457
2025-03-22 18:00:00,53.92,1011.06,51.13,4.01,0.0,-0.8700000000000045
2025-03-22 19:00:00,44.89,1012.53,54.02,6.23,0.0,1.4700000000000273
2025-03-22 20:00:00,40.24,1011.81,48.17,2.75,0.0,-0.7200000000000273
2025-03-22 21:00:00,37.78,1011.43,52.92,3.59,0.0,-0.37999999999999545
2025-03-22 22:00:00,35.99,1012.25,47.48,6.22,0.0,0.82000000000005
2025-03-22 23:00:00,31.13,1011.6,47.68,4.96,0.0,-0.6499999999999773
2025-03-23 00:00:00,30.66,1004.5,73.45,15.88,0.036,-7.100000000000023
2025-03-23 01:00:00,31.55,1004.59,75.51,17.68,0.236,0.09000000000003183
2025-03-23 02:00:00,33.32,1005.24,71.83,17.18,0.256,0.6499999999999773
2025-03-23 03:00:00,33.83,1004.2,75.46,15.7,0.08,-1.0399999999999636
2025-03-23 04:00:00,38.67,1004.87,70.9,15.29,0.065,0.6699999999999591
2025-03-23 05:00:00,44.33,1003.95,76.51,14.84,0.247,-0.9199999999999591
2025-03-23 06:00:00,50.67,1003.55,72.11,16.22,0.274,-0.40000000000009095
2025-03-23 07:00:00,56.06,1003.57,73.15,14.97,0.224,0.020000000000095497
2025-03-23 08:00:00,60.5,1005.22,72.94,14.36,0.022,1.6499999999999773
2025-03-23 09:00:00,62.51,1005.45,71.88,14.43,0.19,0.2300000000000182
